,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Difference
302,2019-04-04,58.11999893,58.97000122,57.20999908,57.72000122,1360600,0,0,-0.69%
303,2019-04-05,58.38000107,58.54000092,57.77999878,58,1169800,0,0,-0.65%
304,2019-04-08,57.27000046,57.84999847,56.33000183,56.90000153,1140500,0,0,-0.65%
305,2019-04-09,56.20000076,56.86999893,54.86999893,55.70000076,1563600,0,0,-0.89%
306,2019-04-10,55.06000137,56.77000046,55.06000137,56.18000031,1131600,0,0,2.03%
307,2019-04-11,56.09999847,56.41999817,53.04999924,53.45000076,2292900,0,0,-4.72%
308,2019-04-12,55.09999847,56.81999969,55.04000092,56.31000137,2915600,0,0,2.20%
309,2019-04-15,55.74000168,55.99000168,54,54.40000153,1803700,0,0,-2.40%
310,2019-04-16,54.65000153,57.72000122,54.65000153,55.54999924,2844400,0,0,1.65%
311,2019-04-17,57.40000153,57.75,55.95000076,57.11000061,10020000,0,0,-0.51%
312,2019-04-18,61.65999985,63.84999847,59.13999939,59.63999939,5259900,0,0,-3.28%
313,2019-04-22,61.25999832,64.98999786,60.25,64.37000275,4572100,0,0,5.08%
314,2019-04-23,64.66000366,65.27999878,62.81000137,63.56000137,3779100,0,0,-1.70%
315,2019-04-24,63.5,65.58000183,62.70000076,65.20999908,2705300,0,0,2.69%
316,2019-04-25,65,65.48999786,64.09999847,65.05999756,1528600,0,0,0.09%
317,2019-04-26,64.90000153,67.87999725,64.76999664,67.13999939,3389000,0,0,3.45%
318,2019-04-29,67,70.70999908,66.05999756,69.90000153,4425600,0,0,4.33%
319,2019-04-30,69.97000122,70.98000336,67.51999664,67.66999817,2515600,0,0,-3.29%
320,2019-05-01,67.91999817,69.30000305,67.27999878,68.19000244,2156800,0,0,0.40%
321,2019-05-02,67.80000305,68.19000244,63.63999939,65.22000122,3390500,0,0,-3.81%
322,2019-05-03,66.08999634,66.5,65.25,65.83000183,1426100,0,0,-0.39%
323,2019-05-06,63.68999863,66.19999695,63.38000107,66.15000153,1189100,0,0,3.86%
324,2019-05-07,65.5,65.86000061,63.63000107,64.02999878,1742900,0,0,-2.24%
325,2019-05-08,64.04000092,65.29000092,63.65000153,64.55000305,1316100,0,0,0.80%
326,2019-05-09,64.30000305,64.69999695,62.29000092,63.04999924,1589500,0,0,-1.94%
327,2019-05-10,62.75,63.72999954,61.63000107,63.68999863,1771600,0,0,1.50%
328,2019-05-13,62.36000061,63,58.86999893,58.88000107,2760600,0,0,-5.58%
329,2019-05-14,60.25999832,61.65000153,60.11000061,60.95000076,1655400,0,0,1.15%
330,2019-05-15,60.99000168,61.72000122,59.56999969,61.00999832,1634100,0,0,0.03%
331,2019-05-16,61.52999878,61.68000031,60.38999939,60.68999863,1440300,0,0,-1.37%
332,2019-05-17,60.33000183,61.20000076,59.65000153,60.04000092,2018000,0,0,-0.48%
333,2019-05-21,59.5,60.34999847,58.93000031,60.31999969,1430900,0,0,1.38%
334,2019-05-22,60.29999924,62.93000031,59.75,61.81999969,1830700,0,0,2.52%
335,2019-05-23,61.15000153,61.52999878,59.34000015,60.02000046,1757600,0,0,-1.85%
336,2019-05-24,60.25,60.74000168,59.56000137,59.70000076,1039600,0,0,-0.91%
337,2019-05-27,60,60.45999908,59.84999847,60.29999924,412900,0,0,0.50%
338,2019-05-28,59.79999924,61.65000153,59.79999924,60.22999954,1221400,0,0,0.72%
339,2019-05-29,59.72999954,59.74000168,57.02999878,57.18999863,2504600,0,0,-4.25%
340,2019-05-30,57.43999863,58.68000031,56.86000061,56.95000076,1454200,0,0,-0.85%
341,2019-05-31,56.09999847,56.18000031,54.08000183,54.47999954,2219700,0,0,-2.89%
342,2019-06-03,54.38999939,55.06000137,51.61000061,51.97999954,3115600,0,0,-4.43%
343,2019-06-04,53.15999985,55,52.65999985,55,2132200,0,0,3.46%
344,2019-06-05,56,56.08000183,53.38000107,54.75,1769800,0,0,-2.23%
345,2019-06-06,55.18000031,55.79999924,53.63999939,55.25999832,1289800,0,0,0.14%
346,2019-06-07,55.25999832,56.47999954,55.15000153,56.11000061,1637800,0,0,1.54%
347,2019-06-10,56.88999939,58.41999817,56.50999832,58.06000137,1671400,0,0,2.06%
348,2019-06-11,58.59999847,58.61999893,56.31999969,57.09999847,1429400,0,0,-2.56%
349,2019-06-12,56.11999893,57.13999939,55.25,57.04000092,1177200,0,0,1.64%
350,2019-06-13,56.90000153,57.59000015,55.36000061,55.70999908,1649500,0,0,-2.09%
351,2019-06-14,55.20000076,55.72999954,54.08000183,55.25999832,1178200,0,0,0.11%
352,2019-06-17,55.45999908,56.27999878,54.84999847,56.04999924,1328000,0,0,1.06%
353,2019-06-18,56.50999832,57.11999893,56.02000046,56.36000061,1382800,0,0,-0.27%
354,2019-06-19,56.43999863,57.5,56.06000137,56.84999847,1780800,0,0,0.73%
355,2019-06-20,57.47999954,57.84999847,56.04000092,57.66999817,1854800,0,0,0.33%
356,2019-06-21,54,55.54000092,52.5,53.27999878,5551700,0,0,-1.33%
357,2019-06-24,53.20999908,53.59999847,50.75999832,53.52999878,2437300,0,0,0.60%
358,2019-06-25,53.02000046,53.38999939,52.31999969,52.45000076,1191600,0,0,-1.08%
359,2019-06-26,52.34999847,52.36000061,51.18000031,52.08000183,1797200,0,0,-0.52%
360,2019-06-27,52.09999847,53.88000107,51.84999847,53.36000061,2131600,0,0,2.42%
361,2019-06-28,54.11999893,54.25,52.58000183,52.86999893,1745000,0,0,-2.31%
362,2019-07-02,52.81000137,53,51.86999893,52.49000168,1060200,0,0,-0.61%
363,2019-07-03,50.25,53.75999832,49.72000122,53.52000046,3250000,0,0,6.51%
364,2019-07-04,53,53.99000168,52.77999878,53.06999969,677800,0,0,0.13%
365,2019-07-05,52.79999924,53.22000122,52.22000122,52.63000107,1069200,0,0,-0.32%
366,2019-07-08,52.09999847,52.25,51.04999924,51.63999939,1459100,0,0,-0.88%
367,2019-07-09,51.09000015,51.77000046,50.02999878,51.36999893,1719900,0,0,0.55%
368,2019-07-10,51.34999847,51.88000107,50.56000137,50.56000137,1077800,0,0,-1.54%
369,2019-07-11,50.25,50.74000168,47.97000122,48.45000076,3062100,0,0,-3.58%
370,2019-07-12,47.31000137,47.63000107,44.36000061,44.58000183,4254900,0,0,-5.77%
371,2019-07-15,44.5,46.72000122,43.50999832,45.81999969,2668100,0,0,2.97%
372,2019-07-16,46,47.22000122,45.38000107,46.56000137,2162500,0,0,1.22%
373,2019-07-17,47.09000015,47.93999863,46.70000076,47.68999863,1756000,0,0,1.27%
374,2019-07-18,47.5,47.68000031,46.40999985,46.61000061,1206100,0,0,-1.87%
375,2019-07-19,46.81000137,47.29999924,46.22999954,46.31999969,1002000,0,0,-1.05%
376,2019-07-22,46.27999878,46.45000076,45.13999939,45.68999863,1301100,0,0,-1.27%
377,2019-07-23,45.68999863,46.77000046,45.31999969,46.63000107,1032000,0,0,2.06%
378,2019-07-24,46.09999847,47,45.83000183,46.54999924,982800,0,0,0.98%
379,2019-07-25,46.29000092,47.70999908,46,46.18000031,1089300,0,0,-0.24%
380,2019-07-26,46.13000107,46.75999832,45.56999969,45.90000153,931100,0,0,-0.50%
381,2019-07-29,45.75999832,45.93999863,43.25,44.11999893,2464700,0,0,-3.58%
382,2019-07-30,43.22000122,44.91999817,42.56000137,43.84999847,1488400,0,0,1.46%
383,2019-07-31,43.61999893,44.5,43.04000092,43.27000046,1177100,0,0,-0.80%
384,2019-08-01,43.13000107,43.18000031,40.88999939,41.34000015,1619400,0,0,-4.15%
385,2019-08-02,42.27000046,43.31999969,41.81999969,43.22000122,2213300,0,0,2.25%
386,2019-08-06,42.61999893,44.09000015,42.15999985,43.04999924,1695000,0,0,1.01%
387,2019-08-07,43,43.06000137,42.13000107,42.75,1320800,0,0,-0.58%
388,2019-08-08,44,44.38999939,43.02000046,43.45000076,1246500,0,0,-1.25%
389,2019-08-09,43.11000061,43.54000092,42.11999893,43.38999939,1038800,0,0,0.65%
390,2019-08-12,42.72999954,43.59000015,42.72999954,43.49000168,1279800,0,0,1.78%
391,2019-08-13,43.59999847,45.43000031,43.34000015,45.16999817,1518600,0,0,3.60%
392,2019-08-14,43.77999878,44.20999908,41.68999863,42.56999969,2301600,0,0,-2.76%
393,2019-08-15,38.20000076,39.43000031,35.86000061,36.40999985,4835800,0,0,-4.69%
394,2019-08-16,36.81999969,38.02000046,36.47000122,37.25,1903700,0,0,1.17%
395,2019-08-19,37.49000168,37.5,35.15000153,35.65999985,2096700,0,0,-4.88%
396,2019-08-20,36,36.97000122,35.75999832,36.06999969,1466100,0,0,0.19%
397,2019-08-21,36.25999832,36.75999832,35.09999847,35.34999847,1328900,0,0,-2.51%
398,2019-08-22,35.47000122,35.77999878,33.36999893,33.5,2029400,0,0,-5.55%
399,2019-08-23,33.09999847,34.70000076,32.47000122,33.15000153,2672700,0,0,0.15%
400,2019-08-26,33.70999908,33.86999893,32.47000122,33.15999985,2594200,0,0,-1.63%
401,2019-08-27,33.5,33.56000137,31.03000069,31.18000031,2280300,0,0,-6.93%
402,2019-08-28,30.97999954,32.40999985,30.29999924,32.15999985,3067800,0,0,3.81%
403,2019-08-29,32.47999954,32.90000153,31.87999916,31.96999931,1823000,0,0,-1.57%
404,2019-08-30,32.15999985,32.83000183,31.28000069,31.45999908,1617000,0,0,-2.18%
405,2019-09-03,31.29000092,33.31000137,31,33.22999954,1829000,0,0,6.20%
406,2019-09-04,33.36999893,33.88000107,31.79999924,32.54000092,2411900,0,0,-2.49%
407,2019-09-05,32.99000168,35.13000107,32.66999817,34.93999863,2243000,0,0,5.91%
408,2019-09-06,35.36999893,37.06999969,34.61000061,36.45000076,3382600,0,0,3.05%
409,2019-09-09,37.09999847,37.38999939,35.29999924,35.70000076,1780900,0,0,-3.77%
410,2019-09-10,35.72000122,36.24000168,34.75,36.06999969,1209100,0,0,0.98%
411,2019-09-11,36,36.72000122,35.50999832,36.11999893,1269000,0,0,0.33%
412,2019-09-12,35.41999817,35.95000076,35.04000092,35.06999969,1028900,0,0,-0.99%
413,2019-09-13,35.45000076,36.47999954,35.15999985,36.40000153,1158400,0,0,2.68%
414,2019-09-16,36.29000092,38.09999847,36.06000137,36.90999985,2182500,0,0,1.71%
415,2019-09-17,37.27999878,38,36.83000183,37.5,1424700,0,0,0.59%
416,2019-09-18,37.63999939,38.33000183,37.45000076,38.25,1347800,0,0,1.62%
417,2019-09-19,38,38.13999939,34.83000183,34.91999817,2246700,0,0,-8.11%
418,2019-09-20,34.74000168,35.09999847,33.20999908,33.59999847,4477000,0,0,-3.28%
419,2019-09-23,33.49000168,34.56000137,33.20000076,33.93000031,1091400,0,0,1.31%
420,2019-09-24,33.93999863,34.00999832,31.62000084,31.79000092,1718600,0,0,-6.33%
421,2019-09-25,31.85000038,32.77999878,30.68000031,32.68999863,1668100,0,0,2.64%
422,2019-09-26,33.5,33.59999847,31.96999931,32.84999847,1267900,0,0,-1.94%
423,2019-09-27,31.75,33.22999954,31.39999962,31.55999947,2058700,0,0,-0.60%
424,2019-09-30,31.45000076,31.5,29.65999985,30.35000038,1502700,0,0,-3.50%
425,2019-10-01,30,30.44000053,28.67000008,28.85000038,1620100,0,0,-3.83%
426,2019-10-02,28.30999947,30.04999924,27.25,29.32999992,2972700,0,0,3.60%
427,2019-10-03,29.26000023,31.22999954,28.70000076,31.13999939,2416400,0,0,6.43%
428,2019-10-04,31.29999924,31.60000038,30.29999924,30.51000023,1183000,0,0,-2.52%
429,2019-10-07,30.04999924,30.19000053,29.13999939,29.51000023,1247700,0,0,-1.80%
430,2019-10-08,29.20999908,30.75,28.47999954,30.26000023,1920900,0,0,3.59%
431,2019-10-09,30.25,30.84000015,29.79999924,30.45000076,1061500,0,0,0.66%
432,2019-10-10,29.39999962,29.68000031,27.12999916,27.15999985,2517000,0,0,-7.62%
433,2019-10-11,26.48999977,27.59000015,25.42000008,25.67000008,3223900,0,0,-3.10%
434,2019-10-15,25.40999985,26.98999977,25.19000053,26.53000069,2482400,0,0,4.41%
435,2019-10-16,26.65999985,26.67000008,25.31999969,26.02000046,1534200,0,0,-2.40%
436,2019-10-17,27.25,27.45999908,26.12000084,27.30999947,1743400,0,0,0.22%
437,2019-10-18,27.37000084,27.48999977,25.78000069,26.56999969,1741700,0,0,-2.92%
438,2019-10-21,26.54000092,26.94000053,25.82999992,26.56999969,1354900,0,0,0.11%
439,2019-10-22,26.51000023,27.70999908,26.29999924,27.62000084,1826100,0,0,4.19%
440,2019-10-23,27.47999954,28.62999916,27.12000084,28.30999947,2170600,0,0,3.02%
441,2019-10-24,28.45000076,28.81999969,27.94000053,28.34000015,1009600,0,0,-0.39%
442,2019-10-25,28.06999969,29.14999962,27.86000061,28.53000069,924600,0,0,1.64%
443,2019-10-28,28.88999939,29.34000015,28.21999931,28.23999977,842800,0,0,-2.25%
444,2019-10-29,27.89999962,27.94000053,26.89999962,26.92000008,896100,0,0,-3.51%
445,2019-10-30,26.85000038,27.45999908,26.39999962,26.52000046,836500,0,0,-1.23%
446,2019-10-31,26.27000046,26.43000031,25.55999947,26.32999992,1189900,0,0,0.23%
447,2019-11-01,26.10000038,26.60000038,25.72999954,25.89999962,1080100,0,0,-0.77%
448,2019-11-04,25.89999962,26.72999954,25.67000008,26.51000023,1142000,0,0,2.36%
449,2019-11-05,26.5,26.95000076,26.11000061,26.17000008,1211000,0,0,-1.25%
450,2019-11-06,26.05999947,26.59000015,25.52000046,25.62000084,1159300,0,0,-1.69%
451,2019-11-07,26.17000008,26.25,25.05999947,25.12999916,1290000,0,0,-3.97%
452,2019-11-08,25.12999916,28.69000053,25,28.31999969,3203000,0,0,12.69%
453,2019-11-11,27.75,28,26.61000061,26.85000038,1377300,0,0,-3.24%
454,2019-11-12,26.79999924,27.20000076,25.20999908,25.42000008,1857700,0,0,-5.15%
455,2019-11-13,25.25,25.68000031,24.40999985,24.45000076,1678400,0,0,-3.17%
456,2019-11-14,21.75,22.05999947,20.14999962,20.95999908,5528700,0,0,-3.63%
457,2019-11-15,20.07999992,20.98999977,20.07999992,20.29000092,2077400,0,0,1.05%
458,2019-11-18,20,20.11000061,18.72999954,18.78000069,4004200,0,0,-6.10%
459,2019-11-19,18.22999954,20.67000008,18.22999954,20.30999947,3406100,0,0,11.41%
460,2019-11-20,21.36000061,24.5,21.21999931,23.48999977,6736700,0,0,9.97%
461,2019-11-21,25.65999985,28.61000061,24.59000015,27.03000069,11037500,0,0,5.34%
462,2019-11-22,26,26.25,23.96999931,24.46999931,4301100,0,0,-5.88%
463,2019-11-25,25.45000076,26.29999924,24.15999985,24.5,3368400,0,0,-3.73%
464,2019-11-26,24,25.32999992,23.45000076,24.05999947,3177300,0,0,0.25%
465,2019-11-27,24.31999969,25.04999924,23.98999977,25,2132600,0,0,2.80%
466,2019-11-28,25.20999908,26.07999992,25.06999969,25.54000092,1762800,0,0,1.31%
467,2019-11-29,25.55999947,25.56999969,24.39999962,24.51000023,1704800,0,0,-4.11%
468,2019-12-02,24.47999954,24.67000008,23.63999939,24.10000038,1401100,0,0,-1.55%
469,2019-12-03,23.46999931,25.31999969,23.42000008,25.18000031,2638500,0,0,7.29%
470,2019-12-04,25.45999908,25.45999908,24.20999908,24.25,1964100,0,0,-4.75%
471,2019-12-05,24.46999931,24.88999939,24.01000023,24.51000023,1562100,0,0,0.16%
472,2019-12-06,24.71999931,24.92000008,24.44000053,24.71999931,1013200,0,0,0.00%
473,2019-12-09,25.47999954,28.42000008,25.44000053,28.17000008,6437400,0,0,10.56%
474,2019-12-10,28.44000053,28.70000076,26.25,26.60000038,4031000,0,0,-6.47%
475,2019-12-11,26.79000092,27.45999908,26.53000069,26.67000008,1758800,0,0,-0.45%
476,2019-12-12,27.17000008,27.95000076,26.70999908,27.85000038,2448300,0,0,2.50%
477,2019-12-13,28.32999992,29.32999992,27.21999931,27.28000069,4530800,0,0,-3.71%
478,2019-12-16,27.12000084,27.78000069,26.67000008,26.79000092,1675200,0,0,-1.22%
479,2019-12-17,26.70000076,27.37999916,26.46999931,27.18000031,1981000,0,0,1.80%
480,2019-12-18,27.10000038,27.20000076,25.60000038,25.87000084,2196700,0,0,-4.54%
481,2019-12-19,25.95000076,26.70999908,25.52000046,26.35000038,2075200,0,0,1.54%
482,2019-12-20,26.26000023,26.70000076,25.88999939,26.35000038,2136100,0,0,0.34%
483,2019-12-23,26.13999939,26.61000061,25.62000084,25.94000053,1524400,0,0,-0.77%
484,2019-12-24,25.85000038,26.29999924,25.29999924,26.27000046,1019100,0,0,1.62%
485,2019-12-27,25.51000023,25.64999962,24.88999939,25.11000061,1774800,0,0,-1.57%
486,2019-12-30,24.95000076,25.21999931,24.13999939,24.51000023,1425400,0,0,-1.76%
487,2019-12-31,24.19000053,27.78000069,24.07999992,27.30999947,3676000,0,0,12.90%
488,2020-01-02,28,28.06999969,25.82999992,26.12999916,3017100,0,0,-6.68%
489,2020-01-03,25.75,26.72999954,25.5,25.82999992,1879500,0,0,0.31%
490,2020-01-06,25.85000038,26.29000092,25.28000069,26.02000046,1364900,0,0,0.66%
491,2020-01-07,26.43000031,26.56999969,25.53000069,25.73999977,1519700,0,0,-2.61%
492,2020-01-08,25.67000008,26.81999969,24.79999924,26.22999954,2813000,0,0,2.18%
493,2020-01-09,26.39999962,27.5,25.81999969,27.20999908,2950800,0,0,3.07%
494,2020-01-10,27.04000092,27.71999931,26.54000092,26.80999947,2385600,0,0,-0.85%
495,2020-01-13,26.81999969,30.28000069,26.28000069,30.12000084,5951600,0,0,12.30%
496,2020-01-14,29.63999939,31.88999939,28.53000069,31.13999939,7049000,0,0,5.06%
497,2020-01-15,31.54999924,33.86000061,30.79999924,32.45999908,7736200,0,0,2.88%
498,2020-01-16,33,33.75,31.37000084,31.67000008,4534200,0,0,-4.03%
499,2020-01-17,31.39999962,32.97999954,30.86000061,32.56999969,4189600,0,0,3.73%
500,2020-01-20,32.31999969,33.59999847,32.11999893,32.90000153,1852600,0,0,1.79%
501,2020-01-21,32.90000153,33.45999908,31.20999908,31.62000084,3301500,0,0,-3.89%
502,2020-01-22,31.79999924,32.40999985,31.01000023,31.70999908,2683700,0,0,-0.28%
503,2020-01-23,31.63999939,32.86999893,31.25,32.22000122,2448500,0,0,1.83%
504,2020-01-24,32.52999878,32.75,29.64999962,29.76000023,3678100,0,0,-8.52%
505,2020-01-27,28.40999985,29.37999916,28.13999939,28.38999939,2477100,0,0,-0.07%
506,2020-01-28,29.84000015,31.5,29.40999985,31.45000076,3497600,0,0,5.40%
507,2020-01-29,31.89999962,32.18999863,30.63999939,31.03000069,2668400,0,0,-2.73%
508,2020-01-30,30.59000015,31.65999985,30.51000023,30.79999924,1820300,0,0,0.69%
509,2020-01-31,30.95000076,31.05999947,29.20000076,29.79999924,2121300,0,0,-3.72%
510,2020-02-03,29.88999939,30.37000084,28.93000031,29.37000084,1490400,0,0,-1.74%
511,2020-02-04,29.70999908,30.40999985,29.38999939,29.70999908,1993400,0,0,0.00%
512,2020-02-05,30.10000038,30.14999962,28.55999947,28.77000046,1984900,0,0,-4.42%
513,2020-02-06,28.75,29.30999947,28.05999947,28.14999962,1603500,0,0,-2.09%
514,2020-02-07,26.75,27.43000031,25.70999908,26.12000084,2434200,0,0,-2.36%
515,2020-02-10,26.10000038,26.29999924,25.12999916,25.37999916,1451400,0,0,-2.76%
516,2020-02-11,25.19000053,27.26000023,24.79999924,26.45999908,2503500,0,0,5.04%
517,2020-02-12,26.61000061,26.93000031,25.64999962,26.02000046,1712700,0,0,-2.22%
518,2020-02-13,25.71999931,27.04999924,25.54999924,25.87999916,2634000,0,0,0.62%
519,2020-02-14,30.64999962,31.63999939,28.81999969,29.97999954,6122700,0,0,-2.19%
520,2020-02-18,29.72999954,30.35000038,29.01000023,29.07999992,2198900,0,0,-2.19%
521,2020-02-19,29.10000038,29.48999977,28.56999969,28.78000069,2233400,0,0,-1.10%
522,2020-02-20,28.72999954,30.73999977,28.69000053,29.59000015,3628100,0,0,2.99%
523,2020-02-21,29.60000038,29.62000084,28.81999969,28.90999985,1589200,0,0,-2.33%
524,2020-02-24,27.03000069,28.04000092,26.78000069,26.97999954,2380900,0,0,-0.18%
525,2020-02-25,27.07999992,27.45999908,25.79999924,26.04000092,2667200,0,0,-3.84%
526,2020-02-26,25.85000038,27.11000061,25.85000038,26.39999962,2164100,0,0,2.13%
527,2020-02-27,25.70999908,25.98999977,23.79999924,25.44000053,2429700,0,0,-1.05%
528,2020-02-28,24.17000008,25.19000053,23.52000046,25.17000008,3308400,0,0,4.14%
529,2020-03-02,25.42000008,25.42000008,24.17000008,24.79000092,2129700,0,0,-2.48%
530,2020-03-03,24.71999931,24.95000076,22.79999924,23.20000076,2280200,0,0,-6.15%
531,2020-03-04,23.94000053,24.87999916,23.37000084,23.77000046,2305700,0,0,-0.71%
532,2020-03-05,22.48999977,23.54000092,22.06999969,22.45000076,2720000,0,0,-0.18%
533,2020-03-06,21.53000069,22.12999916,20.05999947,20.46999931,2884200,0,0,-4.92%
534,2020-03-09,17.54999924,19.60000038,17.45999908,18.04999924,3469900,0,0,2.85%
535,2020-03-10,19,20.04999924,18.56999969,19.45000076,3829500,0,0,2.37%
536,2020-03-11,19.04999924,19.79999924,17.97999954,18.32999992,2564200,0,0,-3.78%
537,2020-03-12,16.5,17.20000076,15.06999969,15.19999981,4724400,0,0,-7.88%
538,2020-03-13,16.45999908,16.59000015,14.38000011,15.17000008,4315300,0,0,-7.84%
539,2020-03-16,13,15.19999981,12.96000004,14.42000008,3212600,0,0,10.92%
540,2020-03-17,14.18000031,15.18000031,13.47000027,14.57999992,3895100,0,0,2.82%
541,2020-03-18,13.67000008,14.97000027,13.13000011,14.14000034,3768600,0,0,3.44%
542,2020-03-19,14,16.5,13.57999992,15.81000042,3380400,0,0,12.93%
543,2020-03-20,16.47999954,17.92000008,16.12000084,17.02000046,5003900,0,0,3.28%
544,2020-03-23,17.38999939,18.55999947,16.54999924,18.12999916,3046600,0,0,4.26%
545,2020-03-24,19.14999962,20.17000008,18.22999954,19.10000038,3676700,0,0,-0.26%
546,2020-03-25,19.28000069,20.55999947,18.29999924,19.97999954,4137200,0,0,3.63%
547,2020-03-26,20.14999962,22.97999954,20.10000038,21.34000015,4093800,0,0,5.91%
548,2020-03-27,21,22.54000092,20.13999939,20.37999916,3034400,0,0,-2.95%
549,2020-03-30,20,20.95999908,19.04000092,20.53000069,2388300,0,0,2.65%
550,2020-03-31,20.29000092,22.15999985,20.10000038,20.45999908,2473200,0,0,0.84%
551,2020-04-01,19.89999962,20.69000053,19.17000008,19.23999977,1813100,0,0,-3.32%
552,2020-04-02,19.60000038,20.57999992,19.20999908,19.60000038,2213700,0,0,0.00%
553,2020-04-03,19.85000038,20.25,18.22999954,18.72999954,2196800,0,0,-5.64%
554,2020-04-06,19.71999931,20.45999908,19.14999962,20.26000023,2467600,0,0,2.74%
555,2020-04-07,21.25,21.69000053,20.04000092,20.25,1989500,0,0,-4.71%
556,2020-04-08,20.57999992,21.29000092,19.93000031,20.82999992,1998200,0,0,1.21%
557,2020-04-09,21.14999962,21.30999947,20.12999916,20.43000031,1922300,0,0,-3.40%
558,2020-04-13,20.5,20.56999969,19.62999916,20.05999947,1394500,0,0,-2.15%
559,2020-04-14,20.37999916,21.60000038,20.29999924,21.42000008,2360500,0,0,5.10%
560,2020-04-15,21.60000038,21.62000084,20.5,20.85000038,1641200,0,0,-3.47%
561,2020-04-16,21.20000076,21.44000053,20.09000015,20.39999962,1894300,0,0,-3.77%
562,2020-04-17,20.79000092,21.77000046,20.51000023,21.15999985,1897700,0,0,1.78%
563,2020-04-20,21,22.65999985,20.78000069,21.45999908,2608700,0,0,2.19%
564,2020-04-21,21.44000053,22,20.69000053,21.27000046,1723300,0,0,-0.79%
565,2020-04-22,21.89999962,21.89999962,21.04999924,21.36000061,1308300,0,0,-2.47%
566,2020-04-23,21.14999962,21.69000053,20.52000046,20.90999985,1595700,0,0,-1.13%
567,2020-04-24,20.95999908,21.95999908,20.54999924,21.87999916,1979100,0,0,4.39%
568,2020-04-27,22.5,24.78000069,22.32999992,24.56999969,3135700,0,0,9.20%
569,2020-04-28,25.38999939,25.43000031,23.04999924,23.43000031,2908000,0,0,-7.72%
570,2020-04-29,23.79999924,24.43000031,23.39999962,23.63999939,2082300,0,0,-0.67%
571,2020-04-30,23.30999947,23.5,22.05999947,22.20000076,1958300,0,0,-4.76%
572,2020-05-01,22.29000092,22.29000092,20.82999992,21.43000031,1794000,0,0,-3.86%
573,2020-05-04,22.89999962,22.92000008,21.57999992,22.21999931,2026500,0,0,-2.97%
574,2020-05-05,22.46999931,22.84000015,22.01000023,22.17000008,1727400,0,0,-1.34%
575,2020-05-06,22.39999962,22.43000031,21.60000038,21.79000092,1022000,0,0,-2.72%
576,2020-05-07,21.87999916,22.12000084,21.43000031,21.57999992,1277700,0,0,-1.37%
577,2020-05-08,21.79000092,21.81999969,21.17000008,21.34000015,1314800,0,0,-2.07%
578,2020-05-11,21.17000008,21.31999969,20.62000084,20.95999908,1043200,0,0,-0.99%
579,2020-05-12,21.05999947,21.89999962,20.51000023,20.72999954,1889400,0,0,-1.57%
580,2020-05-13,20.62999916,20.70000076,18.85000038,19.09000015,1766800,0,0,-7.46%
581,2020-05-14,18.56999969,19.72999954,18.34000015,19.46999931,1884900,0,0,4.85%
582,2020-05-15,20.17000008,22.55999947,19.61000061,22.32999992,3690900,0,0,10.71%
583,2020-05-19,22.89999962,24.37999916,22,24.04000092,2761700,0,0,4.98%
584,2020-05-20,24.45000076,24.71999931,23.01000023,23.54999924,1951500,0,0,-3.68%
585,2020-05-21,23.79999924,25.79999924,23.29000092,25.38999939,2913400,0,0,6.68%
586,2020-05-22,25.64999962,27.25,24.71999931,27.10000038,3265000,0,0,5.65%
587,2020-05-25,27.25,29.77000046,27.25,29.39999962,2256300,0,0,7.89%
588,2020-05-26,28.57999992,28.93000031,27.45000076,27.67000008,3498200,0,0,-3.18%
589,2020-05-27,27.82999992,28,25.59000015,27.29000092,3042900,0,0,-1.94%
590,2020-05-28,27.5,30.56999969,27.31999969,30.56999969,5060900,0,0,11.16%
591,2020-05-29,23.5,25.31999969,23.39999962,24.20999908,7219600,0,0,3.02%
592,2020-06-01,22.96999931,23.26000023,21.68000031,22.26000023,4377700,0,0,-3.09%
593,2020-06-02,22.45000076,22.76000023,21.70000076,21.78000069,2711000,0,0,-2.98%
594,2020-06-03,22.14999962,22.95000076,21.75,22.36000061,2529900,0,0,0.95%
595,2020-06-04,22.37999916,23.04999924,21.94000053,22.39999962,1954300,0,0,0.09%
596,2020-06-05,22.79999924,22.82999992,22,22.19000053,2015200,0,0,-2.68%
597,2020-06-08,22.35000038,24.28000069,22.25,23.94000053,3241600,0,0,7.11%
598,2020-06-09,23.64999962,24.59000015,22.96999931,23.70999908,2146400,0,0,0.25%
599,2020-06-10,24.19000053,24.53000069,23.59000015,23.71999931,1635400,0,0,-1.94%
600,2020-06-11,22.85000038,22.94000053,21.53000069,21.62999916,1926200,0,0,-5.34%
601,2020-06-12,22.53000069,22.73999977,22.10000038,22.44000053,1635100,0,0,-0.40%
602,2020-06-15,21.84000015,22.76000023,21.75,22.67000008,1450400,0,0,3.80%
603,2020-06-16,23.43000031,24.14999962,22.94000053,24.12000084,2277700,0,0,2.94%
604,2020-06-17,24.12000084,24.31999969,22.73999977,22.90999985,1752200,0,0,-5.02%
605,2020-06-18,22.77000046,24,22.65999985,23.32999992,1382500,0,0,2.46%
606,2020-06-19,24.55999947,24.55999947,23.22999954,23.63999939,4461500,0,0,-3.75%
607,2020-06-22,23.45000076,23.94000053,23.25,23.47999954,791800,0,0,0.13%
608,2020-06-23,23.69000053,25.18000031,23.27000046,23.29999924,3333500,0,0,-1.65%
