date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2019-06-15 0:00,35,19,0,14.5,7,89,5:44 PM,3:29 AM,4:37 AM,7:08 PM,8,22,24,22,23,0,40,0,1011,22,10,245,15,california
2019-06-15 12:00,35,19,0,14.5,7,89,5:44 PM,3:29 AM,4:37 AM,7:08 PM,6,30,30,33,12,0,19,0,1010,33,10,192,10,california
2019-06-16 0:00,32,20,0,13.4,7,96,6:44 PM,4:11 AM,4:37 AM,7:08 PM,12,25,25,23,23,40,49,0,1010,23,10,234,14,california
2019-06-16 12:00,32,20,0,13.4,7,96,6:44 PM,4:11 AM,4:37 AM,7:08 PM,1,30,30,32,13,6,14,0,1008,32,10,218,11,california
2019-06-17 0:00,33,18,0,14.5,7,100,7:42 PM,4:57 AM,4:37 AM,7:09 PM,11,21,21,21,26,0,54,0,1009,21,10,234,16,california
2019-06-17 12:00,33,18,0,14.5,7,100,7:42 PM,4:57 AM,4:37 AM,7:09 PM,3,28,28,30,14,3,17,0,1008,30,10,105,12,california
2019-06-18 0:00,35,20,0,14.5,8,89,8:33 PM,5:47 AM,4:37 AM,7:09 PM,12,25,25,22,15,3,52,0.1,1010,22,10,225,9,california
2019-06-18 12:00,35,20,0,14.5,8,89,8:33 PM,5:47 AM,4:37 AM,7:09 PM,4,30,30,33,15,3,16,0,1011,33,10,65,14,california
2019-06-19 0:00,35,21,0,14.5,8,81,9:20 PM,6:40 AM,4:37 AM,7:09 PM,11,25,25,24,27,0,45,0,1012,24,10,240,15,california
2019-06-19 12:00,35,21,0,14.5,8,81,9:20 PM,6:40 AM,4:37 AM,7:09 PM,7,33,33,35,15,0,19,0,1010,35,10,195,14,california
2019-06-20 0:00,30,19,0,14.5,7,73,10:01 PM,7:36 AM,4:38 AM,7:09 PM,11,24,24,23,40,0,47,0,1011,23,10,224,24,california
2019-06-20 12:00,30,19,0,14.5,7,73,10:01 PM,7:36 AM,4:38 AM,7:09 PM,3,28,28,30,39,0,18,0,1007,30,10,247,33,california
2019-06-21 0:00,28,15,0,14.5,6,66,10:37 PM,8:31 AM,4:38 AM,7:10 PM,11,17,17,17,49,0,68,0,1008,17,10,225,33,california
2019-06-21 12:00,28,15,0,14.5,6,66,10:37 PM,8:31 AM,4:38 AM,7:10 PM,2,26,26,28,23,0,18,0,1008,28,10,257,20,california
2019-06-22 0:00,30,16,0,14.5,7,58,11:10 PM,9:28 AM,4:38 AM,7:10 PM,8,18,18,18,18,2,53,0,1011,18,10,260,12,california
2019-06-22 12:00,30,16,0,14.5,7,58,11:10 PM,9:28 AM,4:38 AM,7:10 PM,-3,25,25,27,12,0,14,0,1013,27,10,84,10,california
2019-06-23 0:00,33,19,0,14.5,7,51,11:40 PM,10:23 AM,4:38 AM,7:10 PM,5,24,24,22,19,0,32,0,1014,22,10,301,12,california
2019-06-23 12:00,33,19,0,14.5,7,51,11:40 PM,10:23 AM,4:38 AM,7:10 PM,-6,29,29,31,12,0,8,0,1012,31,10,155,10,california
2019-06-24 0:00,33,20,0,13.4,7,43,No moonrise,11:18 AM,4:39 AM,7:10 PM,3,24,24,23,25,0,27,0,1012,23,10,247,15,california
2019-06-24 12:00,33,20,0,13.4,7,43,No moonrise,11:18 AM,4:39 AM,7:10 PM,1,30,30,33,15,14,13,0,1009,33,10,208,13,california
2019-06-25 0:00,32,19,0,14.5,7,36,12:08 AM,12:13 PM,4:39 AM,7:10 PM,8,24,24,22,32,0,41,0,1009,22,10,238,19,california
2019-06-25 12:00,32,19,0,14.5,7,36,12:08 AM,12:13 PM,4:39 AM,7:10 PM,3,30,30,32,20,17,16,0,1008,32,10,232,18,california
2019-06-26 0:00,30,17,0,14.5,7,28,12:36 AM,1:10 PM,4:39 AM,7:10 PM,9,20,20,20,32,0,50,0,1011,20,10,236,21,california
2019-06-26 12:00,30,17,0,14.5,7,28,12:36 AM,1:10 PM,4:39 AM,7:10 PM,-1,28,28,30,24,3,13,0,1011,30,10,240,21,california
2019-06-27 0:00,31,16,0,14.5,7,21,1:06 AM,2:08 PM,4:40 AM,7:10 PM,3,20,20,20,28,2,33,0,1014,20,10,245,17,california
2019-06-27 12:00,31,16,0,14.5,7,21,1:06 AM,2:08 PM,4:40 AM,7:10 PM,-4,28,28,31,21,0,11,0,1013,31,10,237,18,california
2019-06-28 0:00,31,17,0,14.5,7,13,1:37 AM,3:08 PM,4:40 AM,7:10 PM,7,19,19,19,21,0,43,0,1014,19,10,253,13,california
2019-06-28 12:00,31,17,0,14.5,7,13,1:37 AM,3:08 PM,4:40 AM,7:10 PM,-7,29,29,31,22,0,8,0,1013,31,10,215,19,california
2019-06-29 0:00,32,17,0,14.5,7,6,2:12 AM,4:10 PM,4:40 AM,7:10 PM,5,20,20,20,27,1,37,0,1014,20,10,250,15,california
2019-06-29 12:00,32,17,0,14.5,7,6,2:12 AM,4:10 PM,4:40 AM,7:10 PM,-7,30,30,32,14,0,7,0,1013,32,10,185,12,california
2019-06-30 0:00,33,19,0,14.5,7,0,2:52 AM,5:15 PM,4:41 AM,7:10 PM,2,23,23,23,24,32,27,0,1015,23,10,250,14,california
2019-06-30 12:00,33,19,0,14.5,7,0,2:52 AM,5:15 PM,4:41 AM,7:10 PM,-5,30,30,33,26,0,8,0,1013,33,10,232,23,california
2019-07-01 0:00,33,19,0,14.5,7,0,3:39 AM,6:19 PM,4:41 AM,7:10 PM,4,23,23,22,26,0,31,0,1014,22,10,248,14,california
2019-07-01 12:00,33,19,0,14.5,7,0,3:39 AM,6:19 PM,4:41 AM,7:10 PM,-2,31,31,33,21,0,11,0,1011,33,10,241,18,california
2019-07-02 0:00,32,18,0,13.4,7,0,4:33 AM,7:22 PM,4:42 AM,7:10 PM,-1,22,22,22,28,0,22,0,1012,22,10,239,15,california
2019-07-02 12:00,32,18,0,13.4,7,0,4:33 AM,7:22 PM,4:42 AM,7:10 PM,-2,30,30,32,24,94,11,0,1010,32,10,259,21,california
2019-07-03 0:00,32,17,0,14.5,7,2,5:35 AM,8:19 PM,4:42 AM,7:10 PM,1,21,21,21,35,15,27,0,1010,21,10,240,19,california
2019-07-03 12:00,32,17,0,14.5,7,2,5:35 AM,8:19 PM,4:42 AM,7:10 PM,-3,30,30,32,27,0,10,0,1008,32,10,254,23,california
2019-07-04 0:00,32,18,0,14.5,7,9,6:42 AM,9:10 PM,4:42 AM,7:10 PM,4,20,20,20,36,0,35,0,1010,20,10,236,21,california
2019-07-04 12:00,32,18,0,14.5,7,9,6:42 AM,9:10 PM,4:42 AM,7:10 PM,1,30,30,32,13,0,13,0,1010,32,10,236,12,california
2019-07-05 0:00,34,18,0,14.5,7,16,7:53 AM,9:55 PM,4:43 AM,7:10 PM,7,21,21,21,26,0,40,0,1013,21,10,245,13,california
2019-07-05 12:00,34,18,0,14.5,7,16,7:53 AM,9:55 PM,4:43 AM,7:10 PM,-2,29,29,31,9,0,12,0,1013,31,10,164,8,california
2019-07-06 0:00,34,19,0,14.5,7,24,9:03 AM,10:34 PM,4:44 AM,7:10 PM,7,24,24,23,23,0,35,0,1015,23,10,255,12,california
2019-07-06 12:00,34,19,0,14.5,7,24,9:03 AM,10:34 PM,4:44 AM,7:10 PM,-3,31,31,33,10,0,9,0,1013,33,10,175,9,california
2019-07-07 0:00,32,20,0,13.4,7,31,10:12 AM,11:10 PM,4:44 AM,7:10 PM,7,24,24,22,33,6,38,0,1012,22,10,244,18,california
2019-07-07 12:00,32,20,0,13.4,7,31,10:12 AM,11:10 PM,4:44 AM,7:10 PM,1,30,30,32,28,38,14,0,1010,32,10,248,24,california
2019-07-08 0:00,31,16,0,14.5,7,38,11:19 AM,11:44 PM,4:45 AM,7:09 PM,9,19,19,19,42,0,54,0,1012,19,10,235,24,california
2019-07-08 12:00,31,16,0,14.5,7,38,11:19 AM,11:44 PM,4:45 AM,7:09 PM,0,29,29,31,22,0,14,0,1011,31,10,243,19,california
2019-07-09 0:00,32,17,0,14.5,7,45,12:24 PM,No moonset,4:45 AM,7:09 PM,6,20,20,20,36,0,40,0,1014,20,10,236,21,california
2019-07-09 12:00,32,17,0,14.5,7,45,12:24 PM,No moonset,4:45 AM,7:09 PM,2,28,28,30,11,1,17,0,1014,30,10,184,9,california
2019-07-10 0:00,34,18,0,14.5,7,53,1:29 PM,12:18 AM,4:46 AM,7:09 PM,5,21,23,21,21,0,35,0,1015,21,10,247,11,california
2019-07-10 12:00,34,18,0,14.5,7,53,1:29 PM,12:18 AM,4:46 AM,7:09 PM,1,31,31,33,9,0,13,0,1015,33,10,162,8,california
2019-07-11 0:00,37,20,0,14.5,8,60,2:32 PM,12:52 AM,4:46 AM,7:08 PM,7,24,24,23,21,0,34,0,1015,23,10,257,10,california
2019-07-11 12:00,37,20,0,14.5,8,60,2:32 PM,12:52 AM,4:46 AM,7:08 PM,1,34,34,35,12,0,11,0,1013,35,10,185,10,california
2019-07-12 0:00,39,20,0,14.5,8,67,3:35 PM,1:29 AM,4:47 AM,7:08 PM,9,25,25,24,19,0,37,0,1012,24,10,252,9,california
2019-07-12 12:00,39,20,0,14.5,8,67,3:35 PM,1:29 AM,4:47 AM,7:08 PM,-1,35,35,36,8,0,10,0,1009,36,10,169,7,california
2019-07-13 0:00,39,22,0,14.5,8,74,4:36 PM,2:08 AM,4:48 AM,7:08 PM,7,25,25,26,21,0,31,0,1010,26,10,270,10,california
2019-07-13 12:00,39,22,0,14.5,8,74,4:36 PM,2:08 AM,4:48 AM,7:08 PM,0,38,38,39,20,0,9,0,1009,39,10,199,17,california
2019-07-14 0:00,38,23,0,14.5,8,82,5:34 PM,2:52 AM,4:48 AM,7:07 PM,5,25,25,25,32,0,27,0,1012,25,10,231,15,california
2019-07-14 12:00,38,23,0,14.5,8,82,5:34 PM,2:52 AM,4:48 AM,7:07 PM,-3,37,37,38,18,0,8,0,1012,38,10,222,16,california
2019-07-15 0:00,36,22,0,14.5,8,89,6:27 PM,3:41 AM,4:49 AM,7:07 PM,5,25,25,25,26,0,27,0,1014,25,10,265,13,california
2019-07-15 12:00,36,22,0,14.5,8,89,6:27 PM,3:41 AM,4:49 AM,7:07 PM,-2,34,34,36,19,0,9,0,1011,36,10,278,17,california
2019-07-16 0:00,35,21,0,14.5,8,96,7:15 PM,4:32 AM,4:50 AM,7:06 PM,3,24,24,24,27,0,25,0,1010,24,10,276,13,california
2019-07-16 12:00,35,21,0,14.5,8,96,7:15 PM,4:32 AM,4:50 AM,7:06 PM,-1,33,33,35,22,0,10,0,1008,35,10,255,19,california
2019-07-17 0:00,33,19,0,14.5,7,100,7:58 PM,5:27 AM,4:50 AM,7:06 PM,7,24,24,22,35,0,38,0,1010,22,10,245,18,california
2019-07-17 12:00,33,19,0,14.5,7,100,7:58 PM,5:27 AM,4:50 AM,7:06 PM,4,31,31,33,23,0,16,0,1011,33,10,202,20,california
2019-07-18 0:00,33,19,0,14.5,7,89,8:36 PM,6:22 AM,4:51 AM,7:05 PM,10,24,24,22,35,0,46,0,1013,22,10,233,18,california
2019-07-18 12:00,33,19,0,14.5,7,89,8:36 PM,6:22 AM,4:51 AM,7:05 PM,2,31,31,33,29,0,14,0,1010,33,10,207,25,california
2019-07-19 0:00,32,19,0,14.5,7,82,9:10 PM,7:19 AM,4:52 AM,7:05 PM,8,21,24,21,41,3,42,0,1011,21,10,239,20,california
2019-07-19 12:00,32,19,0,14.5,7,82,9:10 PM,7:19 AM,4:52 AM,7:05 PM,2,30,30,32,29,34,15,0,1009,32,10,216,26,california
2019-07-20 0:00,33,18,0,14.5,7,75,9:41 PM,8:14 AM,4:52 AM,7:04 PM,8,20,20,20,42,0,45,0,1011,20,10,237,21,california
2019-07-20 12:00,33,18,0,14.5,7,75,9:41 PM,8:14 AM,4:52 AM,7:04 PM,5,31,31,33,21,0,17,0,1010,33,10,219,18,california
2019-07-21 0:00,38,19,0,14.5,8,67,10:09 PM,9:10 AM,4:53 AM,7:03 PM,8,22,24,22,33,0,42,0,1011,22,10,240,16,california
2019-07-21 12:00,38,19,0,14.5,8,67,10:09 PM,9:10 AM,4:53 AM,7:03 PM,4,34,34,36,14,0,14,0,1011,36,10,182,12,california
2019-07-22 0:00,36,22,0,14.5,8,60,10:37 PM,10:04 AM,4:54 AM,7:03 PM,8,25,25,25,24,0,34,0,1013,25,10,251,12,california
2019-07-22 12:00,36,22,0,14.5,8,60,10:37 PM,10:04 AM,4:54 AM,7:03 PM,8,35,35,36,19,46,17,1.3,1012,36,10,194,17,california
2019-07-23 0:00,36,26,0,14.5,8,53,11:06 PM,11:00 AM,4:54 AM,7:02 PM,8,27,27,28,28,6,29,0,1014,28,10,246,14,california
2019-07-23 12:00,36,26,0,14.5,8,53,11:06 PM,11:00 AM,4:54 AM,7:02 PM,11,34,34,35,10,8,24,0.7,1014,35,10,158,8,california
2019-07-24 0:00,37,25,0,14.5,8,46,11:36 PM,11:56 AM,4:55 AM,7:01 PM,13,28,28,28,22,5,40,0,1015,28,10,248,12,california
2019-07-24 12:00,37,25,0,14.5,8,46,11:36 PM,11:56 AM,4:55 AM,7:01 PM,9,33,33,35,8,4,20,0,1012,35,10,143,7,california
2019-07-25 0:00,34,25,0,14.5,8,38,No moonrise,12:54 PM,4:56 AM,7:01 PM,10,28,28,29,26,11,32,0.1,1013,29,10,244,16,california
2019-07-25 12:00,34,25,0,14.5,8,38,No moonrise,12:54 PM,4:56 AM,7:01 PM,11,30,30,31,10,45,28,0.8,1013,31,10,122,8,california
2019-07-26 0:00,37,24,0,14.4,8,31,12:08 AM,1:54 PM,4:57 AM,7:00 PM,10,27,27,27,26,9,35,0,1014,27,10,238,16,california
2019-07-26 12:00,37,24,0,14.4,8,31,12:08 AM,1:54 PM,4:57 AM,7:00 PM,7,33,33,35,12,4,18,0,1014,35,10,189,10,california
2019-07-27 0:00,38,25,0,14,8,24,12:45 AM,2:56 PM,4:57 AM,6:59 PM,7,27,27,28,28,6,26,0,1016,28,10,253,17,california
2019-07-27 12:00,38,25,0,14,8,24,12:45 AM,2:56 PM,4:57 AM,6:59 PM,-1,34,34,36,8,0,10,0,1014,36,10,111,6,california
2019-07-28 0:00,38,26,0,14,8,16,1:27 AM,4:00 PM,4:58 AM,6:58 PM,1,27,27,29,22,0,16,0,1014,29,10,281,11,california
2019-07-28 12:00,38,26,0,14,8,16,1:27 AM,4:00 PM,4:58 AM,6:58 PM,0,38,38,38,12,0,9,0,1012,38,10,221,10,california
2019-07-29 0:00,38,25,0,14,8,9,2:17 AM,5:03 PM,4:59 AM,6:58 PM,-3,26,26,27,25,2,14,0,1012,27,10,253,13,california
2019-07-29 12:00,38,25,0,14,8,9,2:17 AM,5:03 PM,4:59 AM,6:58 PM,-4,37,37,38,21,12,7,0,1010,38,10,239,18,california
2019-07-30 0:00,37,23,0,13.6,8,2,3:15 AM,6:03 PM,5:00 AM,6:57 PM,4,25,25,27,24,0,23,0,1010,27,10,246,13,california
2019-07-30 12:00,37,23,0,13.6,8,2,3:15 AM,6:03 PM,5:00 AM,6:57 PM,-1,35,35,36,14,5,9,0,1010,36,10,191,12,california
2019-07-31 0:00,35,23,0,13.6,8,0,4:21 AM,6:58 PM,5:00 AM,6:56 PM,7,25,25,26,28,1,30,0,1012,26,10,239,16,california
2019-07-31 12:00,35,23,0,13.6,8,0,4:21 AM,6:58 PM,5:00 AM,6:56 PM,1,33,33,35,21,4,12,0,1012,35,10,205,19,california
2019-08-01 0:00,35,22,0,13.5,8,0,5:32 AM,7:47 PM,5:01 AM,6:55 PM,2,24,24,25,30,0,22,0,1013,25,10,235,17,california
2019-08-01 12:00,35,22,0,13.5,8,0,5:32 AM,7:47 PM,5:01 AM,6:55 PM,-5,34,34,35,20,0,7,0,1013,35,10,202,17,california
2019-08-02 0:00,36,20,0,13.5,8,5,6:44 AM,8:30 PM,5:02 AM,6:54 PM,0,23,23,24,23,0,21,0,1014,24,10,264,12,california
2019-08-02 12:00,36,20,0,13.5,8,5,6:44 AM,8:30 PM,5:02 AM,6:54 PM,-5,33,33,34,7,0,8,0,1013,34,10,167,6,california
2019-08-03 0:00,36,23,0,13.5,8,12,7:56 AM,9:08 PM,5:03 AM,6:53 PM,5,25,25,25,18,41,26,0,1013,25,10,281,9,california
2019-08-03 12:00,36,23,0,13.5,8,12,7:56 AM,9:08 PM,5:03 AM,6:53 PM,-7,34,34,36,9,10,6,0,1012,36,10,178,8,california
2019-08-04 0:00,38,23,0,13.5,8,20,9:06 AM,9:44 PM,5:03 AM,6:52 PM,2,24,24,26,24,7,21,0,1013,26,10,246,13,california
2019-08-04 12:00,38,23,0,13.5,8,20,9:06 AM,9:44 PM,5:03 AM,6:52 PM,-4,36,36,38,17,2,7,0,1012,38,10,190,14,california
2019-08-05 0:00,38,24,0,13.5,8,27,10:14 AM,10:18 PM,5:04 AM,6:51 PM,4,25,25,27,25,0,23,0,1013,27,10,247,13,california
2019-08-05 12:00,38,24,0,13.5,8,27,10:14 AM,10:18 PM,5:04 AM,6:51 PM,-1,37,37,38,18,0,9,0,1012,38,10,199,16,california
2019-08-06 0:00,37,25,0,13.5,8,34,11:21 AM,10:53 PM,5:05 AM,6:50 PM,2,26,26,28,22,7,19,0,1012,28,10,257,12,california
2019-08-06 12:00,37,25,0,13.5,8,34,11:21 AM,10:53 PM,5:05 AM,6:50 PM,1,36,36,37,14,10,11,0,1011,37,10,196,12,california
2019-08-07 0:00,35,24,0,13.4,8,42,12:26 PM,11:30 PM,5:06 AM,6:49 PM,5,26,26,27,30,5,25,0,1012,27,10,241,17,california
2019-08-07 12:00,35,24,0,13.4,8,42,12:26 PM,11:30 PM,5:06 AM,6:49 PM,5,33,33,35,24,21,16,1,1011,35,9,208,21,california
2019-08-08 0:00,34,22,0,13.4,8,49,1:29 PM,No moonset,5:06 AM,6:48 PM,8,25,25,25,26,0,33,0,1012,25,10,239,16,california
2019-08-08 12:00,34,22,0,13.4,8,49,1:29 PM,No moonset,5:06 AM,6:48 PM,1,32,32,34,14,0,13,0,1011,34,10,185,13,california
2019-08-09 0:00,32,20,0,13.4,7,56,2:30 PM,12:08 AM,5:07 AM,6:47 PM,4,24,24,24,27,2,28,0,1012,24,10,241,17,california
2019-08-09 12:00,32,20,0,13.4,7,56,2:30 PM,12:08 AM,5:07 AM,6:47 PM,-6,30,30,32,27,0,8,0,1010,32,10,215,23,california
2019-08-10 0:00,31,19,0,13.4,7,63,3:29 PM,12:51 AM,5:08 AM,6:46 PM,3,23,23,22,26,0,29,0,1012,22,10,248,16,california
2019-08-10 12:00,31,19,0,13.4,7,63,3:29 PM,12:51 AM,5:08 AM,6:46 PM,-1,29,29,31,22,0,13,0,1011,31,10,253,19,california
2019-08-11 0:00,32,17,0,13.4,7,71,4:23 PM,1:38 AM,5:09 AM,6:45 PM,8,20,20,20,26,0,47,0,1013,20,10,252,17,california
2019-08-11 12:00,32,17,0,13.4,7,71,4:23 PM,1:38 AM,5:09 AM,6:45 PM,4,28,28,30,9,0,20,0,1012,30,10,202,8,california
2019-08-12 0:00,34,19,0,13.3,7,78,5:13 PM,2:27 AM,5:10 AM,6:44 PM,8,22,24,22,17,0,41,0,1014,22,10,267,10,california
2019-08-12 12:00,34,19,0,13.3,7,78,5:13 PM,2:27 AM,5:10 AM,6:44 PM,-6,30,30,32,7,0,8,0,1013,32,10,158,6,california
2019-08-13 0:00,37,21,0,13.3,8,85,5:57 PM,3:21 AM,5:10 AM,6:43 PM,4,24,24,24,19,0,28,0,1014,24,10,255,10,california
2019-08-13 12:00,37,21,0,13.3,8,85,5:57 PM,3:21 AM,5:10 AM,6:43 PM,-5,32,32,34,9,0,8,0,1013,34,10,162,8,california
2019-08-14 0:00,37,23,0,13.3,8,92,6:36 PM,4:16 AM,5:11 AM,6:42 PM,4,25,25,26,19,0,25,0,1015,26,10,242,9,california
2019-08-14 12:00,37,23,0,13.3,8,92,6:36 PM,4:16 AM,5:11 AM,6:42 PM,-5,34,34,35,8,0,7,0,1014,35,10,161,6,california
2019-08-15 0:00,38,23,0,13.3,8,100,7:11 PM,5:12 AM,5:12 AM,6:40 PM,0,25,25,27,21,0,18,0,1014,27,10,247,10,california
2019-08-15 12:00,38,23,0,13.3,8,100,7:11 PM,5:12 AM,5:12 AM,6:40 PM,-6,35,35,36,8,0,6,0,1012,36,10,183,7,california
2019-08-16 0:00,38,24,0,13.3,8,100,7:43 PM,6:08 AM,5:13 AM,6:39 PM,0,24,24,26,29,0,19,0,1011,26,10,251,14,california
2019-08-16 12:00,38,24,0,13.3,8,100,7:43 PM,6:08 AM,5:13 AM,6:39 PM,-2,37,37,38,17,0,8,0,1009,38,10,241,15,california
2019-08-17 0:00,34,21,0,13.3,7,86,8:12 PM,7:03 AM,5:13 AM,6:38 PM,4,24,24,24,41,0,26,0,1010,24,10,240,21,california
2019-08-17 12:00,34,21,0,13.3,7,86,8:12 PM,7:03 AM,5:13 AM,6:38 PM,-2,32,32,34,24,0,10,0,1008,34,10,222,21,california
2019-08-18 0:00,33,20,0,13.2,7,78,8:40 PM,7:58 AM,5:14 AM,6:37 PM,7,24,24,23,33,0,36,0,1009,23,10,237,17,california
2019-08-18 12:00,33,20,0,13.2,7,78,8:40 PM,7:58 AM,5:14 AM,6:37 PM,0,30,30,33,19,0,12,0,1010,33,10,194,17,california
2019-08-19 0:00,33,20,0,13.2,7,71,9:08 PM,8:53 AM,5:15 AM,6:36 PM,5,24,24,23,27,20,30,0,1012,23,10,244,14,california
2019-08-19 12:00,33,20,0,13.2,7,71,9:08 PM,8:53 AM,5:15 AM,6:36 PM,-1,31,31,33,17,0,11,0,1011,33,10,194,15,california
2019-08-20 0:00,36,20,0,13.2,8,64,9:37 PM,9:48 AM,5:16 AM,6:34 PM,6,24,24,23,25,0,32,0,1013,23,10,252,13,california
2019-08-20 12:00,36,20,0,13.2,8,64,9:37 PM,9:48 AM,5:16 AM,6:34 PM,-1,33,33,35,15,0,10,0,1011,35,10,207,14,california
2019-08-21 0:00,36,19,0,13.2,8,57,10:07 PM,10:44 AM,5:16 AM,6:33 PM,6,24,24,23,21,0,34,0,1012,23,10,265,11,california
2019-08-21 12:00,36,19,0,13.2,8,57,10:07 PM,10:44 AM,5:16 AM,6:33 PM,0,33,33,35,8,0,11,0,1009,35,10,169,7,california
2019-08-22 0:00,35,20,0,13.2,7,49,10:41 PM,11:43 AM,5:17 AM,6:32 PM,5,24,24,23,21,0,32,0,1008,23,10,275,12,california
2019-08-22 12:00,35,20,0,13.2,7,49,10:41 PM,11:43 AM,5:17 AM,6:32 PM,1,33,33,35,21,0,12,0,1006,35,10,220,18,california
2019-08-23 0:00,33,21,0,13.1,7,42,11:20 PM,12:42 PM,5:18 AM,6:31 PM,9,24,24,23,27,0,39,0,1008,23,10,242,14,california
2019-08-23 12:00,33,21,0,13.1,7,42,11:20 PM,12:42 PM,5:18 AM,6:31 PM,-4,31,31,33,13,0,9,0,1009,33,10,182,12,california
2019-08-24 0:00,35,21,0,13.1,7,35,No moonrise,1:44 PM,5:19 AM,6:29 PM,10,25,25,23,27,0,43,0,1012,23,10,229,13,california
2019-08-24 12:00,35,21,0,13.1,7,35,No moonrise,1:44 PM,5:19 AM,6:29 PM,3,31,31,33,13,0,15,0,1012,33,10,175,11,california
2019-08-25 0:00,36,22,0,13.1,8,28,12:05 AM,2:46 PM,5:19 AM,6:28 PM,9,25,25,25,27,0,37,0,1014,25,10,245,13,california
2019-08-25 12:00,36,22,0,13.1,8,28,12:05 AM,2:46 PM,5:19 AM,6:28 PM,5,35,35,36,16,2,15,0,1013,36,10,226,14,california
2019-08-26 0:00,37,23,0,13.1,8,20,12:58 AM,3:46 PM,5:20 AM,6:27 PM,7,25,25,25,23,0,30,0,1012,25,10,259,12,california
2019-08-26 12:00,37,23,0,13.1,8,20,12:58 AM,3:46 PM,5:20 AM,6:27 PM,6,33,33,35,7,0,17,0,1009,35,10,148,6,california
2019-08-27 0:00,37,24,0,13,8,13,1:58 AM,4:43 PM,5:21 AM,6:25 PM,11,26,26,27,20,0,36,0,1010,27,10,250,11,california
2019-08-27 12:00,37,24,0,13,8,13,1:58 AM,4:43 PM,5:21 AM,6:25 PM,8,35,35,37,8,7,18,0,1009,37,10,128,7,california
2019-08-28 0:00,35,24,0,13,8,6,3:06 AM,5:35 PM,5:22 AM,6:24 PM,9,26,26,27,26,2,31,0,1010,27,10,243,14,california
2019-08-28 12:00,35,24,0,13,8,6,3:06 AM,5:35 PM,5:22 AM,6:24 PM,8,34,34,35,16,0,19,0,1011,35,10,198,14,california
2019-08-29 0:00,36,22,0,13,8,0,4:18 AM,6:20 PM,5:22 AM,6:23 PM,10,25,25,25,27,0,39,0,1013,25,10,247,14,california
2019-08-29 12:00,36,22,0,13,8,0,4:18 AM,6:20 PM,5:22 AM,6:23 PM,5,34,34,36,17,0,14,0,1013,36,10,206,15,california
2019-08-30 0:00,38,21,0,13,8,0,5:32 AM,7:01 PM,5:23 AM,6:21 PM,8,25,25,24,24,0,37,0,1014,24,10,261,12,california
2019-08-30 12:00,38,21,0,13,8,0,5:32 AM,7:01 PM,5:23 AM,6:21 PM,-1,37,37,38,19,0,9,0,1012,38,10,222,17,california
2019-08-31 0:00,38,22,0,13,8,0,6:44 AM,7:39 PM,5:24 AM,6:20 PM,6,24,24,24,28,0,33,0,1013,24,10,251,14,california
2019-08-31 12:00,38,22,0,13,8,0,6:44 AM,7:39 PM,5:24 AM,6:20 PM,-7,37,37,38,12,0,6,0,1011,38,10,202,11,california
2019-09-01 0:00,39,21,0,12.9,8,9,7:56 AM,8:15 PM,5:25 AM,6:19 PM,2,24,24,25,23,0,22,0,1012,25,10,269,11,california
2019-09-01 12:00,39,21,0,12.9,8,9,7:56 AM,8:15 PM,5:25 AM,6:19 PM,-2,37,37,38,10,6,8,0,1011,38,10,146,9,california
2019-09-02 0:00,35,23,0,12.9,8,16,9:05 AM,8:51 PM,5:25 AM,6:17 PM,4,25,25,27,21,18,23,0,1013,27,10,255,10,california
2019-09-02 12:00,35,23,0,12.9,8,16,9:05 AM,8:51 PM,5:25 AM,6:17 PM,8,33,33,35,10,4,19,0,1013,35,10,148,8,california
2019-09-03 0:00,35,23,0,12.9,8,24,10:13 AM,9:28 PM,5:26 AM,6:16 PM,12,26,26,26,21,6,43,0.5,1015,26,10,248,11,california
2019-09-03 12:00,35,23,0,12.9,8,24,10:13 AM,9:28 PM,5:26 AM,6:16 PM,9,31,31,33,7,13,23,1.7,1012,33,9,118,6,california
2019-09-04 0:00,36,24,0,12.9,8,32,11:20 AM,10:06 PM,5:27 AM,6:15 PM,10,27,27,27,15,12,35,0,1012,27,10,263,8,california
2019-09-04 12:00,36,24,0,12.9,8,32,11:20 AM,10:06 PM,5:27 AM,6:15 PM,7,33,33,35,11,3,18,0,1010,35,10,104,10,california
2019-09-05 0:00,34,26,0,12.9,8,39,12:23 PM,10:49 PM,5:28 AM,6:13 PM,9,27,27,28,15,2,30,0,1012,28,10,248,8,california
2019-09-05 12:00,34,26,0,12.9,8,39,12:23 PM,10:49 PM,5:28 AM,6:13 PM,10,31,31,32,12,9,26,1.2,1014,32,9,97,9,california
2019-09-06 0:00,34,24,0,12.8,8,47,1:24 PM,11:35 PM,5:28 AM,6:12 PM,10,27,27,27,9,10,34,0,1016,27,10,292,5,california
2019-09-06 12:00,34,24,0,12.8,8,47,1:24 PM,11:35 PM,5:28 AM,6:12 PM,9,32,32,34,8,9,22,0,1015,34,10,176,7,california
