date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-10-25 12:00,26,13,0,8.7,6,100,6:12 PM,6:58 AM,6:07 AM,5:05 PM,-1,24,24,25,10,0,19,0,1016,25,10,106,8,california
2018-10-26 0:00,28,13,0,8.7,6,84,6:54 PM,8:03 AM,6:08 AM,5:04 PM,3,17,17,17,20,0,40,0,1018,17,10,296,10,california
2018-10-26 12:00,28,13,0,8.7,6,84,6:54 PM,8:03 AM,6:08 AM,5:04 PM,-4,26,26,28,10,0,12,0,1017,28,10,124,9,california
2018-10-27 0:00,30,14,0,8.7,6,76,7:40 PM,9:08 AM,6:09 AM,5:03 PM,4,17,17,17,16,0,41,0,1017,17,10,292,8,california
2018-10-27 12:00,30,14,0,8.7,6,76,7:40 PM,9:08 AM,6:09 AM,5:03 PM,-4,27,27,29,9,0,11,0,1015,29,10,220,8,california
2018-10-28 0:00,29,15,0,8.7,6,69,8:32 PM,10:11 AM,6:09 AM,5:01 PM,-2,18,18,18,23,0,26,0,1016,18,10,275,11,california
2018-10-28 12:00,29,15,0,8.7,6,69,8:32 PM,10:11 AM,6:09 AM,5:01 PM,-2,27,27,29,17,0,13,0,1015,29,10,238,15,california
2018-10-29 0:00,24,12,0,8.7,5,62,9:31 PM,11:12 AM,6:10 AM,5:00 PM,5,16,16,16,36,32,48,0,1016,16,10,273,17,california
2018-10-29 12:00,24,12,0,8.7,5,62,9:31 PM,11:12 AM,6:10 AM,5:00 PM,2,24,24,24,28,0,24,0,1014,24,10,274,24,california
2018-10-30 0:00,19,9,0,8.7,5,54,10:34 PM,12:08 PM,6:11 AM,4:59 PM,4,10,12,10,32,0,61,0,1014,12,10,290,17,california
2018-10-30 12:00,19,9,0,8.7,5,54,10:34 PM,12:08 PM,6:11 AM,4:59 PM,-3,19,19,19,10,0,22,0,1016,19,10,79,9,california
2018-10-31 0:00,18,6,0,8.7,4,51,11:40 PM,12:59 PM,6:12 AM,4:58 PM,-4,9,9,9,5,2,38,0,1018,9,10,40,3,california
2018-10-31 12:00,18,6,0,8.7,4,51,11:40 PM,12:59 PM,6:12 AM,4:58 PM,-9,18,18,18,12,0,15,0,1019,18,10,99,10,california
2018-11-01 0:00,21,8,0,8.7,5,34,No moonrise,1:44 PM,6:13 AM,4:57 PM,-7,10,10,10,5,6,30,0,1019,10,10,277,3,california
2018-11-01 12:00,21,8,0,8.7,5,34,No moonrise,1:44 PM,6:13 AM,4:57 PM,-3,21,22,21,10,0,20,0,1019,21,10,100,9,california
2018-11-02 0:00,25,10,0,8.7,5,26,12:47 AM,2:24 PM,6:14 AM,4:56 PM,3,13,13,13,13,0,48,0,1021,13,10,270,6,california
2018-11-02 12:00,25,10,0,8.7,5,26,12:47 AM,2:24 PM,6:14 AM,4:56 PM,-3,24,24,25,9,0,16,0,1017,25,10,188,8,california
2018-11-03 0:00,23,11,0,8.7,5,19,1:53 AM,3:01 PM,6:15 AM,4:55 PM,-2,13,14,13,23,0,34,0,1017,14,10,299,11,california
2018-11-03 12:00,23,11,0,8.7,5,19,1:53 AM,3:01 PM,6:15 AM,4:55 PM,-1,23,23,23,11,3,20,0,1017,23,10,111,9,california
2018-11-04 0:00,25,11,0,8.7,6,11,2:59 AM,3:36 PM,6:16 AM,4:54 PM,1,14,14,14,6,4,42,0,1017,14,10,323,3,california
2018-11-04 12:00,25,11,0,8.7,6,11,2:59 AM,3:36 PM,6:16 AM,4:54 PM,-3,24,24,25,12,16,16,0,1014,25,10,217,10,california
2018-11-05 0:00,24,12,0,8.7,5,4,4:04 AM,4:10 PM,6:17 AM,4:54 PM,-1,15,15,15,36,0,34,0,1012,15,10,272,17,california
2018-11-05 12:00,24,12,0,8.7,5,4,4:04 AM,4:10 PM,6:17 AM,4:54 PM,0,23,23,23,1,1,21,0,1011,23,10,217,1,california
2018-11-06 0:00,22,11,0,8.7,5,0,5:08 AM,4:45 PM,6:18 AM,4:53 PM,2,13,13,13,14,1,46,0,1013,13,10,295,6,california
2018-11-06 12:00,22,11,0,8.7,5,0,5:08 AM,4:45 PM,6:18 AM,4:53 PM,1,22,23,22,12,0,26,0,1013,22,10,100,10,california
2018-11-07 0:00,24,10,0,8.7,5,0,6:11 AM,5:21 PM,6:19 AM,4:52 PM,0,12,12,12,20,0,44,0,1015,12,10,283,9,california
2018-11-07 12:00,24,10,0,8.7,5,0,6:11 AM,5:21 PM,6:19 AM,4:52 PM,-5,23,23,24,20,1,15,0,1014,24,10,271,17,california
2018-11-08 0:00,18,8,0,8.7,4,0,7:13 AM,6:00 PM,6:20 AM,4:51 PM,-1,10,11,10,20,0,44,0,1015,11,10,305,9,california
2018-11-08 12:00,18,8,0,8.7,4,0,7:13 AM,6:00 PM,6:20 AM,4:51 PM,-10,18,18,18,39,0,14,0,1018,18,10,47,34,california
2018-11-09 0:00,18,3,0,8.7,4,4,8:13 AM,6:41 PM,6:21 AM,4:50 PM,-14,5,7,5,19,0,21,0,1022,7,10,16,9,california
2018-11-09 12:00,18,3,0,8.7,4,4,8:13 AM,6:41 PM,6:21 AM,4:50 PM,-16,18,18,18,26,0,8,0,1020,18,10,57,23,california
2018-11-10 0:00,19,3,0,8.7,4,11,9:11 AM,7:27 PM,6:22 AM,4:49 PM,-10,5,5,5,7,0,32,0,1018,5,10,271,3,california
2018-11-10 12:00,19,3,0,8.7,4,11,9:11 AM,7:27 PM,6:22 AM,4:49 PM,-17,19,19,19,8,0,8,0,1014,19,10,198,7,california
2018-11-11 0:00,16,5,0,8.7,4,19,10:04 AM,8:15 PM,6:23 AM,4:49 PM,-9,7,8,7,16,0,29,0,1016,8,10,324,8,california
2018-11-11 12:00,16,5,0,8.7,4,19,10:04 AM,8:15 PM,6:23 AM,4:49 PM,-15,16,16,16,26,0,11,0,1021,16,10,68,23,california
2018-11-12 0:00,16,2,0,8.7,4,26,10:53 AM,9:06 PM,6:24 AM,4:48 PM,-12,4,4,4,3,0,31,0,1025,4,10,346,1,california
2018-11-12 12:00,16,2,0,8.7,4,26,10:53 AM,9:06 PM,6:24 AM,4:48 PM,-20,16,16,16,24,1,7,0,1027,16,10,72,21,california
2018-11-13 0:00,15,3,0,7.1,4,34,11:37 AM,10:00 PM,6:25 AM,4:47 PM,-12,3,4,3,10,0,30,0,1030,4,10,31,5,california
2018-11-13 12:00,15,3,0,7.1,4,34,11:37 AM,10:00 PM,6:25 AM,4:47 PM,-18,14,15,14,19,49,9,0,1029,15,10,76,17,california
2018-11-14 0:00,17,6,0,8.7,3,41,12:17 PM,10:54 PM,6:26 AM,4:47 PM,-14,7,7,7,8,100,20,0,1028,7,10,1,4,california
2018-11-14 12:00,17,6,0,8.7,3,41,12:17 PM,10:54 PM,6:26 AM,4:47 PM,-15,17,17,17,16,0,10,0,1024,17,10,76,14,california
2018-11-15 0:00,18,5,0,8.7,4,49,12:53 PM,11:49 PM,6:27 AM,4:46 PM,-9,7,7,7,4,0,30,0,1023,7,10,305,2,california
2018-11-15 12:00,18,5,0,8.7,4,49,12:53 PM,11:49 PM,6:27 AM,4:46 PM,-13,18,18,18,8,20,11,0,1019,18,10,92,7,california
2018-11-16 0:00,19,6,0,8.7,4,56,1:27 PM,No moonset,6:28 AM,4:45 PM,-5,8,8,8,7,30,39,0,1018,8,10,322,3,california
2018-11-16 12:00,19,6,0,8.7,4,56,1:27 PM,No moonset,6:28 AM,4:45 PM,-11,19,19,19,7,8,11,0,1015,19,10,137,6,california
2018-11-17 0:00,20,7,0,8.7,5,64,1:58 PM,12:45 AM,6:29 AM,4:45 PM,-7,9,10,9,17,6,30,0,1016,10,10,275,8,california
2018-11-17 12:00,20,7,0,8.7,5,64,1:58 PM,12:45 AM,6:29 AM,4:45 PM,-14,20,20,20,10,12,9,0,1016,20,10,234,9,california
2018-11-18 0:00,18,7,0,8.7,4,72,2:28 PM,1:42 AM,6:30 AM,4:44 PM,-9,10,9,10,7,10,26,0,1018,9,10,310,3,california
2018-11-18 12:00,18,7,0,8.7,4,72,2:28 PM,1:42 AM,6:30 AM,4:44 PM,-6,18,18,18,21,9,19,0,1018,18,10,68,18,california
2018-11-19 0:00,17,7,0,7.1,4,79,3:00 PM,2:40 AM,6:30 AM,4:44 PM,-5,8,10,8,25,14,36,0,1019,10,10,8,12,california
2018-11-19 12:00,17,7,0,7.1,4,79,3:00 PM,2:40 AM,6:30 AM,4:44 PM,-10,17,17,17,19,7,15,0,1018,17,10,60,17,california
2018-11-20 0:00,17,7,0,8.7,4,87,3:33 PM,3:40 AM,6:31 AM,4:43 PM,-9,9,11,9,30,16,24,0,1018,11,10,8,14,california
2018-11-20 12:00,17,7,0,8.7,4,87,3:33 PM,3:40 AM,6:31 AM,4:43 PM,-14,17,17,17,11,2,11,0,1016,17,10,69,10,california
2018-11-21 0:00,16,4,0,8.7,4,94,4:07 PM,4:41 AM,6:32 AM,4:43 PM,-5,7,7,7,6,6,41,0,1018,7,10,258,3,california
2018-11-21 12:00,16,4,0,8.7,4,94,4:07 PM,4:41 AM,6:32 AM,4:43 PM,-4,16,16,16,9,8,26,0,1018,16,10,170,8,california
2018-11-22 0:00,16,7,0,8.7,4,100,4:47 PM,5:46 AM,6:33 AM,4:42 PM,7,9,11,9,23,46,78,0,1018,11,10,241,14,california
2018-11-22 12:00,16,7,0,8.7,4,100,4:47 PM,5:46 AM,6:33 AM,4:42 PM,-1,16,16,16,31,2,30,0,1019,16,10,272,27,california
2018-11-23 0:00,17,6,0,8.7,4,100,5:32 PM,6:52 AM,6:34 AM,4:42 PM,1,5,8,5,38,0,63,0,1022,8,10,261,18,california
2018-11-23 12:00,17,6,0,8.7,4,100,5:32 PM,6:52 AM,6:34 AM,4:42 PM,3,17,17,17,31,13,39,0,1018,17,10,283,27,california
2018-11-24 0:00,16,7,0,8.7,4,83,6:23 PM,7:59 AM,6:35 AM,4:41 PM,6,7,9,7,30,4,80,0,1015,9,10,271,16,california
2018-11-24 12:00,16,7,0,8.7,4,83,6:23 PM,7:59 AM,6:35 AM,4:41 PM,5,16,16,16,19,4,47,0,1013,16,10,293,16,california
2018-11-25 0:00,15,5,0,8.7,4,76,7:22 PM,9:04 AM,6:36 AM,4:41 PM,6,8,8,8,10,4,88,0,1015,8,10,306,5,california
2018-11-25 12:00,15,5,0,8.7,4,76,7:22 PM,9:04 AM,6:36 AM,4:41 PM,-2,15,15,15,19,21,30,0,1017,15,10,69,16,california
2018-11-26 0:00,15,5,0,7.1,4,68,8:25 PM,10:04 AM,6:37 AM,4:41 PM,-4,6,8,6,16,5,43,0,1021,8,10,22,8,california
2018-11-26 12:00,15,5,0,7.1,4,68,8:25 PM,10:04 AM,6:37 AM,4:41 PM,-9,15,15,15,13,10,17,0,1021,15,10,82,12,california
2018-11-27 0:00,19,5,0,8.7,4,60,9:32 PM,10:57 AM,6:38 AM,4:41 PM,-8,8,8,8,1,25,33,0,1020,8,10,23,0,california
2018-11-27 12:00,19,5,0,8.7,4,60,9:32 PM,10:57 AM,6:38 AM,4:41 PM,-8,19,19,19,12,6,15,0,1016,19,10,207,10,california
2018-11-28 0:00,18,8,0,8.7,4,53,10:39 PM,11:45 AM,6:39 AM,4:40 PM,-4,9,11,9,29,20,36,0,1015,11,10,273,14,california
2018-11-28 12:00,18,8,0,8.7,4,53,10:39 PM,11:45 AM,6:39 AM,4:40 PM,4,18,18,18,34,12,41,0,1011,18,10,242,30,california
2018-11-29 0:00,13,9,0,8.7,3,45,11:46 PM,12:26 PM,6:40 AM,4:40 PM,8,9,11,9,25,75,83,0.1,1009,11,10,212,16,california
2018-11-29 12:00,13,9,0,8.7,3,45,11:46 PM,12:26 PM,6:40 AM,4:40 PM,1,10,13,10,42,19,44,0.1,1005,13,10,236,36,california
2018-11-30 0:00,11,6,0,8.7,3,38,No moonrise,1:03 PM,6:41 AM,4:40 PM,3,5,8,5,38,6,71,0,1007,8,10,253,23,california
2018-11-30 12:00,11,6,0,8.7,3,38,No moonrise,1:03 PM,6:41 AM,4:40 PM,1,8,11,8,33,3,50,0,1012,11,10,275,28,california
2018-12-01 0:00,10,3,0,8.7,3,36,12:51 AM,1:38 PM,6:42 AM,4:40 PM,1,3,6,3,22,2,73,0,1016,6,10,289,12,california
2018-12-01 12:00,10,3,0,8.7,3,36,12:51 AM,1:38 PM,6:42 AM,4:40 PM,-3,7,10,7,35,6,39,0,1013,10,10,275,31,california
2018-12-02 0:00,7,1,0,8.7,3,29,1:55 AM,2:11 PM,6:43 AM,4:40 PM,-2,1,5,1,36,3,60,0,1015,5,10,256,23,california
2018-12-02 12:00,7,1,0,8.7,3,29,1:55 AM,2:11 PM,6:43 AM,4:40 PM,-7,6,7,6,7,6,37,0,1018,7,10,97,6,california
2018-12-03 0:00,9,1,0,8.7,3,22,2:58 AM,2:45 PM,6:44 AM,4:40 PM,-3,3,3,3,5,24,66,0,1022,3,10,356,3,california
2018-12-03 12:00,9,1,0,8.7,3,22,2:58 AM,2:45 PM,6:44 AM,4:40 PM,-9,6,9,6,19,32,28,0,1021,9,10,76,16,california
2018-12-04 0:00,10,4,0,8.7,3,15,4:00 AM,3:20 PM,6:44 AM,4:40 PM,-9,2,5,2,28,11,34,0,1022,5,10,8,14,california
2018-12-04 12:00,10,4,0,8.7,3,15,4:00 AM,3:20 PM,6:44 AM,4:40 PM,-11,7,10,7,33,3,22,0,1018,10,10,62,29,california
2018-12-05 0:00,9,5,0,8.7,3,7,5:01 AM,3:56 PM,6:45 AM,4:40 PM,-9,4,7,4,26,33,31,0,1016,7,10,11,14,california
2018-12-05 12:00,9,5,0,8.7,3,7,5:01 AM,3:56 PM,6:45 AM,4:40 PM,-9,6,9,6,15,45,28,0,1013,9,10,47,13,california
2018-12-06 0:00,7,5,0,5.4,3,0,6:01 AM,4:36 PM,6:46 AM,4:40 PM,-1,4,7,4,24,45,54,0.1,1014,7,10,31,17,california
2018-12-06 12:00,7,5,0,5.4,3,0,6:01 AM,4:36 PM,6:46 AM,4:40 PM,1,1,6,1,33,75,74,5.9,1016,6,7,47,26,california
2018-12-07 0:00,12,6,0,8.7,2,0,7:00 AM,5:20 PM,6:47 AM,4:40 PM,4,4,7,4,25,70,79,0,1018,7,10,29,18,california
2018-12-07 12:00,12,6,0,8.7,2,0,7:00 AM,5:20 PM,6:47 AM,4:40 PM,2,11,11,11,8,8,53,0,1019,11,10,100,7,california
2018-12-08 0:00,13,6,0,8.7,4,0,7:55 AM,6:07 PM,6:48 AM,4:40 PM,3,7,7,7,3,4,75,0,1025,7,10,233,1,california
2018-12-08 12:00,13,6,0,8.7,4,0,7:55 AM,6:07 PM,6:48 AM,4:40 PM,1,12,13,12,12,15,45,0,1025,13,10,90,11,california
2018-12-09 0:00,13,7,0,8.7,4,7,8:46 AM,6:57 PM,6:49 AM,4:40 PM,-1,8,9,8,16,32,49,0,1027,9,10,5,8,california
2018-12-09 12:00,13,7,0,8.7,4,7,8:46 AM,6:57 PM,6:49 AM,4:40 PM,1,12,13,12,14,16,44,0,1025,13,10,53,12,california
2018-12-10 0:00,13,8,0,8.7,4,14,9:33 AM,7:50 PM,6:49 AM,4:40 PM,2,9,10,9,17,30,58,0,1023,10,10,19,9,california
2018-12-10 12:00,13,8,0,8.7,4,14,9:33 AM,7:50 PM,6:49 AM,4:40 PM,1,12,13,12,15,48,44,0,1019,13,10,61,13,california
2018-12-11 0:00,15,7,0,8.7,4,21,10:14 AM,8:44 PM,6:50 AM,4:40 PM,0,8,9,8,20,10,53,0,1020,9,10,18,10,california
2018-12-11 12:00,15,7,0,8.7,4,21,10:14 AM,8:44 PM,6:50 AM,4:40 PM,-6,14,15,14,19,6,24,0,1019,15,10,55,17,california
2018-12-12 0:00,14,6,0,8.7,4,29,10:52 AM,9:39 PM,6:51 AM,4:40 PM,4,7,9,7,24,14,70,0,1020,9,10,277,12,california
2018-12-12 12:00,14,6,0,8.7,4,29,10:52 AM,9:39 PM,6:51 AM,4:40 PM,-1,13,14,13,11,1,35,0,1021,14,10,75,9,california
2018-12-13 0:00,12,6,0,8.7,4,36,11:27 AM,10:34 PM,6:52 AM,4:41 PM,1,7,8,7,11,5,61,0,1025,8,10,293,5,california
2018-12-13 12:00,12,6,0,8.7,4,36,11:27 AM,10:34 PM,6:52 AM,4:41 PM,-9,11,12,11,16,4,22,0,1025,12,10,61,14,california
2018-12-14 0:00,12,7,0,7,4,43,11:58 AM,11:30 PM,6:52 AM,4:41 PM,-10,7,8,7,23,5,26,0,1024,8,10,7,11,california
2018-12-14 12:00,12,7,0,7,4,43,11:58 AM,11:30 PM,6:52 AM,4:41 PM,-12,11,12,11,12,88,18,0,1021,12,10,52,10,california
2018-12-15 0:00,14,5,0,8.7,4,51,12:28 PM,No moonset,6:53 AM,4:41 PM,-8,8,8,8,8,1,31,0,1021,8,10,0,4,california
2018-12-15 12:00,14,5,0,8.7,4,51,12:28 PM,No moonset,6:53 AM,4:41 PM,-10,13,14,13,12,0,19,0,1019,14,10,54,11,california
2018-12-16 0:00,15,6,0,8.7,4,58,12:58 PM,12:25 AM,6:54 AM,4:42 PM,-8,9,10,9,17,1,27,0,1021,10,10,6,8,california
2018-12-16 12:00,15,6,0,8.7,4,58,12:58 PM,12:25 AM,6:54 AM,4:42 PM,-9,15,15,15,6,4,18,0,1019,15,10,96,5,california
2018-12-17 0:00,15,9,0,8.7,3,65,1:29 PM,1:23 AM,6:54 AM,4:42 PM,1,10,12,10,21,78,48,0,1020,12,10,249,11,california
2018-12-17 12:00,15,9,0,8.7,3,65,1:29 PM,1:23 AM,6:54 AM,4:42 PM,2,13,15,13,26,10,42,0,1019,15,10,260,23,california
2018-12-18 0:00,14,6,0,8.7,4,72,2:02 PM,2:23 AM,6:55 AM,4:42 PM,5,7,8,7,18,8,77,0,1023,8,10,284,10,california
2018-12-18 12:00,14,6,0,8.7,4,72,2:02 PM,2:23 AM,6:55 AM,4:42 PM,2,14,14,14,4,17,46,0,1023,14,10,247,4,california
2018-12-19 0:00,15,6,0,8.7,4,80,2:39 PM,3:25 AM,6:55 AM,4:43 PM,3,7,9,7,15,14,66,0,1024,9,10,273,7,california
2018-12-19 12:00,15,6,0,8.7,4,80,2:39 PM,3:25 AM,6:55 AM,4:43 PM,-1,14,15,14,10,33,34,0,1023,15,10,81,9,california
2018-12-20 0:00,17,6,0,8.7,4,87,3:21 PM,4:30 AM,6:56 AM,4:43 PM,-2,9,10,9,15,0,42,0,1022,10,10,3,7,california
2018-12-20 12:00,17,6,0,8.7,4,87,3:21 PM,4:30 AM,6:56 AM,4:43 PM,-7,17,17,17,8,6,19,0,1019,17,10,112,6,california
2018-12-21 0:00,19,11,0,8.7,4,94,4:09 PM,5:38 AM,6:56 AM,4:44 PM,-7,12,13,12,21,7,26,0,1017,13,10,276,10,california
2018-12-21 12:00,19,11,0,8.7,4,94,4:09 PM,5:38 AM,6:56 AM,4:44 PM,-4,19,19,19,17,4,22,0,1015,19,10,259,15,california
2018-12-22 0:00,15,7,0,8.7,4,100,5:05 PM,6:44 AM,6:57 AM,4:44 PM,4,9,10,9,22,5,64,0,1016,10,10,300,11,california
2018-12-22 12:00,15,7,0,8.7,4,100,5:05 PM,6:44 AM,6:57 AM,4:44 PM,-3,14,15,14,15,5,30,0,1019,15,10,50,13,california
2018-12-23 0:00,16,7,0,8.7,4,100,6:08 PM,7:49 AM,6:57 AM,4:45 PM,-5,10,11,10,22,33,33,0,1021,11,10,17,10,california
2018-12-23 12:00,16,7,0,8.7,4,100,6:08 PM,7:49 AM,6:57 AM,4:45 PM,-1,16,16,16,6,6,30,0,1020,16,10,246,5,california
2018-12-24 0:00,14,6,0,8.7,4,84,7:16 PM,8:48 AM,6:58 AM,4:45 PM,1,6,8,6,21,0,63,0,1020,8,10,292,11,california
2018-12-24 12:00,14,6,0,8.7,4,84,7:16 PM,8:48 AM,6:58 AM,4:45 PM,0,14,14,14,7,2,38,0,1016,14,10,248,6,california
2018-12-25 0:00,10,5,0,8.7,3,77,8:26 PM,9:40 AM,6:58 AM,4:46 PM,4,6,9,6,32,4,71,0,1010,9,10,258,20,california
2018-12-25 12:00,10,5,0,8.7,3,77,8:26 PM,9:40 AM,6:58 AM,4:46 PM,-1,7,10,7,26,5,45,0,1010,10,10,299,22,california
2018-12-26 0:00,10,2,0,7,3,69,9:36 PM,10:25 AM,6:59 AM,4:47 PM,2,3,6,3,23,8,77,0,1016,6,10,288,13,california
2018-12-26 12:00,10,2,0,7,3,69,9:36 PM,10:25 AM,6:59 AM,4:47 PM,-5,10,10,10,5,100,35,0,1016,10,10,205,4,california
2018-12-27 0:00,10,2,0,8.7,3,62,10:43 PM,11:05 AM,6:59 AM,4:47 PM,0,2,5,2,24,7,67,0,1016,5,10,271,14,california
2018-12-27 12:00,10,2,0,8.7,3,62,10:43 PM,11:05 AM,6:59 AM,4:47 PM,-4,10,10,10,5,8,37,0,1014,10,10,319,4,california
2018-12-28 0:00,9,-1,0,8.7,3,55,11:49 PM,11:41 AM,6:59 AM,4:48 PM,-5,2,3,2,9,0,56,0,1020,3,10,316,5,california
2018-12-28 12:00,9,-1,0,8.7,3,55,11:49 PM,11:41 AM,6:59 AM,4:48 PM,-20,6,9,6,19,0,11,0,1021,9,10,25,17,california
2018-12-29 0:00,7,0,0,8.7,2,48,No moonrise,12:15 PM,7:00 AM,4:49 PM,-11,2,2,2,5,0,39,0,1027,2,10,283,2,california
2018-12-29 12:00,7,0,0,8.7,2,48,No moonrise,12:15 PM,7:00 AM,4:49 PM,-14,5,6,5,10,2,21,0,1026,6,10,120,8,california
2018-12-30 0:00,15,3,0,8.7,3,40,12:51 AM,12:48 PM,7:00 AM,4:49 PM,-8,3,3,3,2,2,45,0,1025,3,10,48,1,california
2018-12-30 12:00,15,3,0,8.7,3,40,12:51 AM,12:48 PM,7:00 AM,4:49 PM,-6,14,15,14,14,18,24,0,1015,15,10,308,12,california
2018-12-31 0:00,6,1,0,7,2,36,1:53 AM,1:22 PM,7:00 AM,4:50 PM,-5,1,6,1,52,0,45,0,1012,6,10,263,31,california
2018-12-31 12:00,6,1,0,7,2,36,1:53 AM,1:22 PM,7:00 AM,4:50 PM,-8,2,6,2,22,15,36,0.2,1013,6,9,52,19,california
2019-01-01 0:00,6,-2,0,8.7,2,26,2:54 AM,1:57 PM,7:00 AM,4:51 PM,-16,-2,1,-2,30,3,25,0,1021,1,10,23,15,california
2019-01-01 12:00,6,-2,0,8.7,2,26,2:54 AM,1:57 PM,7:00 AM,4:51 PM,-17,2,6,2,13,0,17,0,1023,6,10,68,20,california
2019-01-02 0:00,6,-4,0,8.7,2,19,3:54 AM,2:35 PM,7:00 AM,4:52 PM,-18,-1,2,-1,8,53,29,0,1025,0,10,240,8,california
2019-01-02 12:00,6,-4,0,8.7,2,19,3:54 AM,2:35 PM,7:00 AM,4:52 PM,-16,3,5,3,5,0,21,0,1024,5,10,94,8,california
2019-01-03 0:00,8,0,0,8.7,3,11,4:52 AM,3:16 PM,7:01 AM,4:52 PM,-10,2,2,2,8,0,38,0,1025,2,10,325,3,california
2019-01-03 12:00,8,0,0,8.7,3,11,4:52 AM,3:16 PM,7:01 AM,4:52 PM,-8,6,8,6,8,0,32,0,1022,8,10,63,13,california
2019-01-04 0:00,10,2,0,8.7,3,4,5:48 AM,4:02 PM,7:01 AM,4:53 PM,-6,3,4,3,6,5,48,0,1020,4,10,335,3,california
2019-01-04 12:00,10,2,0,8.7,3,4,5:48 AM,4:02 PM,7:01 AM,4:53 PM,-11,9,10,9,8,0,21,0,1016,10,10,56,10,california
2019-01-05 0:00,8,4,0,8.7,2,0,6:40 AM,4:50 PM,7:01 AM,4:54 PM,-10,5,6,5,3,96,32,0,1015,6,10,77,3,california
2019-01-05 12:00,8,4,0,8.7,2,0,6:40 AM,4:50 PM,7:01 AM,4:54 PM,-9,8,8,8,8,50,30,0,1014,8,10,216,22,california
2019-01-06 0:00,10,3,0,8.7,2,0,7:29 AM,5:42 PM,7:01 AM,4:55 PM,-1,4,6,4,9,73,66,1,1015,5,7,165,9,california
2019-01-06 12:00,10,3,0,8.7,2,0,7:29 AM,5:42 PM,7:01 AM,4:55 PM,-2,8,10,8,22,6,42,0,1018,10,10,247,18,california
2019-01-07 0:00,14,7,0,8.7,4,3,8:12 AM,6:36 PM,7:01 AM,4:56 PM,5,4,9,4,43,29,79,0,1019,9,10,225,14,california
2019-01-07 12:00,14,7,0,8.7,4,3,8:12 AM,6:36 PM,7:01 AM,4:56 PM,4,12,13,12,16,4,52,0,1021,13,10,214,19,california
2019-01-08 0:00,12,7,0,8.7,3,10,8:51 AM,7:31 PM,7:01 AM,4:57 PM,6,8,10,8,18,87,81,0,1023,10,10,47,10,california
2019-01-08 12:00,12,7,0,8.7,3,10,8:51 AM,7:31 PM,7:01 AM,4:57 PM,4,11,12,11,16,10,55,0,1019,12,10,43,12,california
2019-01-09 0:00,14,5,0,8.7,4,18,9:27 AM,8:25 PM,7:01 AM,4:58 PM,5,7,8,7,9,8,85,0,1021,8,10,21,4,california
2019-01-09 12:00,14,5,0,8.7,4,18,9:27 AM,8:25 PM,7:01 AM,4:58 PM,4,13,13,13,4,3,52,0,1020,13,10,185,14,california
2019-01-10 0:00,13,6,0,8.7,4,25,9:59 AM,9:21 PM,7:01 AM,4:59 PM,3,8,10,8,18,3,64,0,1020,10,10,256,9,california
2019-01-10 12:00,13,6,0,8.7,4,25,9:59 AM,9:21 PM,7:01 AM,4:59 PM,1,12,13,12,8,0,45,0,1019,13,10,36,9,california
2019-01-11 0:00,12,6,0,5.3,4,32,10:29 AM,10:16 PM,7:01 AM,4:59 PM,5,7,8,7,11,1,78,0,1020,8,10,9,6,california
2019-01-11 12:00,12,6,0,5.3,4,32,10:29 AM,10:16 PM,7:01 AM,4:59 PM,-2,10,12,10,14,100,38,0,1017,12,10,39,11,california
2019-01-12 0:00,8,6,0,5.4,3,39,10:59 AM,11:12 PM,7:00 AM,5:00 PM,1,6,9,6,36,31,58,0,1016,9,10,30,12,california
2019-01-12 12:00,8,6,0,5.4,3,39,10:59 AM,11:12 PM,7:00 AM,5:00 PM,2,4,8,4,25,81,66,0.6,1017,8,2,47,16,california
2019-01-13 0:00,10,3,0,8.7,3,47,11:29 AM,No moonset,7:00 AM,5:01 PM,1,5,5,5,6,14,76,0,1020,5,10,120,7,california
2019-01-13 12:00,10,3,0,8.7,3,47,11:29 AM,No moonset,7:00 AM,5:01 PM,-4,8,10,8,18,10,37,0,1018,10,10,49,14,california
2019-01-14 0:00,7,4,0,3.8,3,54,11:59 AM,12:08 AM,7:00 AM,5:02 PM,-4,3,7,3,36,50,45,0,1020,7,10,34,13,california
2019-01-14 12:00,7,4,0,3.8,3,54,11:59 AM,12:08 AM,7:00 AM,5:02 PM,2,1,6,1,31,100,74,6.4,1016,6,7,48,22,california
2019-01-15 0:00,8,3,0,3.8,3,61,12:33 PM,1:08 AM,7:00 AM,5:03 PM,4,3,5,3,12,58,92,0,1018,5,10,14,15,california
2019-01-15 12:00,8,3,0,3.8,3,61,12:33 PM,1:08 AM,7:00 AM,5:03 PM,3,7,8,7,10,68,75,0.2,1016,8,5,40,12,california
2019-01-16 0:00,13,5,0,7.1,4,69,1:11 PM,2:10 AM,7:00 AM,5:04 PM,6,7,7,7,7,62,90,0,1020,7,10,79,11,california
2019-01-16 12:00,13,5,0,7.1,4,69,1:11 PM,2:10 AM,7:00 AM,5:04 PM,7,11,13,11,9,71,70,0,1021,13,10,174,13,california
